title,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,History,Music,War,Documentary,Western,Foreign,TV Movie
Saint John of Las Vegas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 7: Twenty Four Seven,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roadside Romeo,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
This Thing of Ours,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Medallion: The Adventures of Billy Stone,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last Five Years,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Missing Person,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Return of the Living Dead 3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
London,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherrybaby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circle,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Eden Lake,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plush,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesbian Vampire Killers,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gangster's Paradise: Jerusalema,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Freeze Frame,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grave Encounters,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stitches,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nine Dead,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"To Be Frank, Sinatra at 100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bananas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supercapitalist,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockaway,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lady from Shanghai,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
No Man's Land: The Rise of Reeker,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Highway,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Apartments,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Town,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ghastly Love of Johnny X,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
All Is Bright,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Torture Chamber of Dr. Sadism,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Straight A's,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Funny Thing Happened on the Way to the Forum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slacker Uprising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Legend of Hell's Gate: An American Conspiracy,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Walking Deceased,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Curse of Downers Grove,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Shark Lake,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River's Edge,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northfork,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Marine 4: Moving Target,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buried,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Submarine,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Square,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
One to Another,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABCD (Any Body Can Dance),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Man on Wire,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Abandoned,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brotherly Love,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Exorcism,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nowhere Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Streetcar Named Desire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Crime of Padre Amaro,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beasts of the Southern Wild,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Battle for the Planet of the Apes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Songcatcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Higher Ground,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaalu,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest Movie Ever Sold,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ed and His Dead Mother,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travellers and Magicians,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hang 'em High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Deadline - U.S.A.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sublime,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Beginner's Guide to Snuff,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Independence Daysaster,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dysfunctional Friends,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run Lola Run,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Against the Wild,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Under the Same Moon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conquest of the Planet of the Apes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
In the Bedroom,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Spit on Your Grave,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Happy, Texas",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Summer of Love,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lunchbox,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Can't Take It With You,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Here to Eternity,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
She Wore a Yellow Ribbon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Grace Unplugged,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Foolish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Secure,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caramel,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of the Dark,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bubble,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Conversation,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Dil Jo Bhi Kahey...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi Mermaid,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Love Your Work,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cabin Fever,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waitress,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloodsport,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Smith Goes to Washington,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Squid and the Whale,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kissing Jessica Stein,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kickboxer: Vengeance,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellbound,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Exotica,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Buffalo '66,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Insidious,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Repo Man,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nine Queens,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gatekeepers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Ballad of Jack and Rose,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The To Do List,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing Zoe,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Believer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Angels,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsullied,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Session 9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
I Want Someone to Eat Cheese With,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mooz-lum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Modern Times,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stolen Summer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Name Is Bruce,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Salon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road Hard,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forty Shades of Blue,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amigo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Pontypool,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Trucker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me You and Five Bucks,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lords of Salem,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Housebound,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wal-Mart: The High Cost of Low Price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fetching Cody,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Last I Heard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Closer to the Moon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutant World,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Growing Up Smith,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Checkmate,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
#Horror,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Wind Walkers,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Snow White and the Seven Dwarfs,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Holy Girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shalako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Incident at Loch Ness,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Dog Lover,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GirlHouse,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Blue Room,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
House at the End of the Drive,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Batman,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Lock, Stock and Two Smoking Barrels",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ballad of Gregorio Cortez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Celebration,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trees Lounge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journey from the Fall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Basket,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie: The Sleepwalking Cannibal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Queen of the Mountains,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Def-Con 4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hebrew Hammer,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal 'n' Nikki,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forget Me Not,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rebecca,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Friday the 13th Part 2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Lost Weekend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.H.U.D.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Filly Brown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion of Judah,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Niagara,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
How Green Was My Valley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Sweet Blood of Jesus,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sex, Lies, and Videotape",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saw,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Super Troopers,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Algerian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Catfish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsoon Wedding,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Can Count on Me,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Trouble with Harry,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
But I'm a Cheerleader,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Run,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservoir Dogs,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blue Bird,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The Good, the Bad and the Ugly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Second Mother,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Like Jazz,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down & Out With The Dolls,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pink Ribbons, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Certifiably Jonathan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desire,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blade of Don Juan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Parsons,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charge of the Light Brigade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Below Zero,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crowsnest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airborne,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotton Comes to Harlem,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wicked Within,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bleeding Hearts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Waiting...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Man's Shoes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From a Whisper to a Scream,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sex With Strangers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dracula: Pages from a Virgin's Diary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Faith Like Potatoes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond the Black Rainbow,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
The Raid,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dead Undead,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Vatican Exorcisms,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Casablanca,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Mungo,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rocket Singh: Salesman of the Year,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent Running,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rocky,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sleepwalker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Jones,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unfriended,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Howling,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dr. No,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chernobyl Diaries,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellraiser,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
God's Not Dead 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cry_Wolf,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Godzilla 2000,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Blue Valentine,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transamerica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil Inside,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Beyond the Valley of the Dolls,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Me Tender,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
An Inconvenient Truth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sands of Iwo Jima,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Shine a Light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The Green Inferno,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Departure,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Sessions,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Food, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
October Baby,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Stop Wonderland,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Skeleton Twins,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martha Marcy May Marlene,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obvious Child,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen River,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 Feet from Stardom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Two Girls and a Guy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking and Talking,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Who Killed the Electric Car?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Broken Hearts Club: A Romantic Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubba Ho-tep,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Slam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brigham City,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fiza,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Orgazmo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the Real Girls,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream with the Fishes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palo Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajami,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wristcutters: A Love Story,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I Origins,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Battle of Shaker Heights,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Act of Killing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Taxi to the Dark Side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guiana 1838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Picard Is Famous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antarctica: A Year on Ice,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A LEGO Brickumentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hardflip,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate: Deep Dark Secrets,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The House of the Devil,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Perfect Host,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe Men,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Speedway Junky,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Big Thing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Specials,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16 to Life,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alone With Her,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Creative Control,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Special,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sparkler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Helix... Loaded,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
